lead_time,feature,importance,pct
12,proxy_rolling_mean4,10043410.183044434,20.215078552172894
12,proxy_lag1,9126960.457443237,18.370475687757203
12,baseline_pred,7804216.425231934,15.708095676562245
12,reg_cumulative_mean,6172465.620956421,12.42375598667398
12,reg_hist_mean_20,4306377.7702560425,8.667749630302232
12,proxy_lag4,959458.2569274902,1.931169162448843
12,reg_hist_mean_10,786711.0791778564,1.583468759475112
12,load_deviation,654700.3542938232,1.3177614823029387
12,proxy_same_hour_yesterday,636656.9117889404,1.2814441756371608
12,hour_cos,550373.7831878662,1.1077760499100455
12,hour_sin,540071.737121582,1.0870403967123274
12,hour_weekend_proxy_mean,459732.57691192627,0.9253361145158697
12,dow_proxy_mean,449329.71394348145,0.9043975400434631
12,load_hist_mean_10,423780.10162353516,0.8529720370905691
12,reg_hist_max_10,402961.1097564697,0.8110681868744064
9,baseline_pred,31242513.195659637,56.41680614630856
9,reg_cumulative_mean,9625061.517467499,17.380651370027962
9,proxy_rolling_mean4,2094174.619102478,3.7815985795546556
9,reg_trend,1912607.7309188843,3.4537304637890722
9,reg_hist_mean_20,1791321.8629608154,3.234716031178454
9,proxy_lag1,1684400.604019165,3.0416407846112747
9,reg_std,635517.7063522339,1.1475990749297857
9,load_deviation,511065.9789733887,0.9228678270261772
9,hour_sin,430878.8026199341,0.7780681959778917
9,hour_cos,417573.01471710205,0.7540409977804605
9,load_hist_mean_10,404932.1485366821,0.7312144955603621
9,hour_proxy_mean,350720.1118469238,0.6333200033481429
9,proxy_same_hour_yesterday,346409.55128479004,0.6255361205954068
9,reg_hist_max_10,330941.62786102295,0.597604602032238
9,proxy_lag3,327451.0101776123,0.591301347875232
6,baseline_pred,35156110.84293747,60.63473426991275
6,reg_cumulative_mean,16783065.454540253,28.946225554270445
6,reg_trend,1575625.974272728,2.7175264831090344
6,proxy_rolling_mean4,1270979.069190979,2.192093387898104
6,proxy_lag1,580984.9345617294,1.0020410755716473
6,hour_cos,481488.4583263397,0.8304367014621743
6,hour_sin,451297.0331296921,0.7783647003182695
6,reg_hist_std_10,448071.56027793884,0.7728016364704332
6,reg_std,344347.1979627609,0.5939053081935406
6,reg_hist_mean_10,315812.89733457565,0.5446913964529194
6,reg_range,291730.16092300415,0.5031552228604601
6,proxy_momentum,265184.3627204895,0.45737093724413586
6,proxy_last_sign,15453.638954162598,0.02665332623608625
3,baseline_pred,48815062.22801113,81.52858794041052
3,reg_cumulative_mean,7258188.759298325,12.12228057369952
3,reg_trend,1570881.4681959152,2.623611280583015
3,proxy_rolling_mean4,726051.3651218414,1.2126163497262614
3,proxy_lag1,342459.4925558567,0.5719595055406339
3,hour_cos,302264.67621707916,0.5048280410078643
3,reg_range,294480.68686294556,0.4918275933668994
3,hour_sin,284752.3738851547,0.47557982917442565
3,reg_std,280638.41210639477,0.4687088864908648
0,baseline_pred,33943208.29027498,55.37641179071442
0,reg_cumulative_mean,23968794.292990208,39.10372324103011
0,reg_trend,2314918.53801167,3.7766577963586587
0,reg_range,375913.5627772808,0.6132815752727021
0,reg_std,350826.38752293587,0.5723532771675269
0,proxy_lag1,341766.33631902933,0.557572319456578
